title,bag_of_words
Solo: A Star Wars Story (Spanish Version),Solo: A Star Wars Story (Spanish Version) ronhoward aldenehrenreichwoodyharrelsonemiliaclarke action & adventure children & family movies sci-fi & fantasy cunningoldfriendnewbuddychewbaccaspacesmugglersscoreyounghansolotriessettlehelpcrew  
Solomon Kane,Solomon Kane michaelj.bassett jamespurefoypetepostlethwaiterachelhurd-wood action & adventure international movies sci-fi & fantasy captainfearscomingholedretreatmonasteryepictaledevilsoulmurderoussea  
Some Freaks,Some Freaks ianmacallister-mcdonald thomasmannlilymaeharringtonelyhenry dramas romantic movies plusonesizedgirlformdeepconnectioneyedboydifferentpeoplebriefseparationfollowingreunite  
Someone Great,Someone Great jenniferkaytinrobinson ginarodriguezbrittanysnowdewandawise comedies romantic movies onelastadventureblindsidingbreakupclosestfriendsmusicjournalistjennybracesnewbeginning–heels  
Someone Has to Die,Someone Has to Die manolocaro carmenmauraceciliasuárezesterexpósito crime tv shows international tv shows spanish-language tv shows mexicanballerinocreatesuproaryoungmanallegedrelationshipconservative1950sspainharrowingconsequences  
Something Huge,Something Huge carlopadial bertoromerocarolinabangjavierbotet comedies independent movies international movies resourcesfuturecomedianwantcomedymissioncreepdirectorshootmakecinemahistoryrunsoon  
Something's Gotta Give,Something's Gotta Give nancymeyers jacknicholsondianekeatonkeanureeves comedies romantic movies agegetawayharrysanbornwinesdineswomenhalfstillsexygirlfriendgoesawryunannounced60motherdrops  
Sometimes,Sometimes priyadarshan prakashrajshreyareddyashokselvan dramas international movies positiveclinicreceptionisthivtestresultsdecidebribegetlearningoneearlysevenstrangersanxiouslywaiting  
Sommore: Chandelier Status,Sommore: Chandelier Status kevinlayne sommore stand-up comedy luminousfunnywomansommorewowsmiamibodymodificationinternetsexworldcelebritiesuniquetake  
Sommore: The Reign Continues,Sommore: The Reign Continues kevinlayne sommore stand-up comedy delivercomedyperformancecharlottequeenproclaimednorthcarolinasommorestormsstageriotousstandself  
Son of a Gun,Son of a Gun juliusavery ewanmcgregorbrentonthwaitesaliciavikander action & adventure dramas independent movies helppulljailspringheistforcedreceivedprotectionprisondefenderyoungpettythiefnotoriousinmate  
Son Of Adam,Son Of Adam ahmednadergalal youssefelsherifdinael-sherbinyahmadrizq dramas international movies thrillers businessmanagreesriskypolicemissionaidcriminalchargesmotivessoonturnsuspiciousescapeconviction  
Soni,Soni ivanayr geetikavidyaohlyansalonibatramohindergujral dramas independent movies international movies fusedpolicewomanheadedfemalebossgrapplegenderissueswomenshortlevelfightingcrimeslivesdelhi  
Soorma,Soorma shaadali diljitdosanjhtapseepannuangadbedi dramas international movies sports movies foughtcomebackaccidentalgunshotleftbiopicformerindianfieldhockeyplayersandeepsinghfollowsathlete’hardparalyzed  
Sorry To Disturb,Sorry To Disturb khaledmarei ahmedhelmymahmoudhemeidamennashalaby dramas international movies geniusyettroubledaviationengineersufferingfatherlovelosingcomplexprojectlonelinesstackles  
Soul Robbers,Soul Robbers juanantoniodelariva sofíasisnieganatashadupeyronanasofíadurán horror movies international movies menfaceunimaginablehorrorswarindependencemexicogroupattemptseeminglyhelplesscorderosisterssteal  
Soul Surfer,Soul Surfer seanmcnamara annasophiarobbhelenhuntdennisquaid dramas faith & spirituality sports movies competitivesurfingleftarmlosingvicioussharkattackhawaiianteenbethanyhamiltonbravelyreturns  
Soul to Keep,"Soul to Keep davidallensworth,monière sandramaefrankauroraheimbachcraigfogel horror movies independent movies oldspellbookinheritedgroupsummonsdemonicforceremotecountryhometwosiblingsinvitefriendsfunstops  "
Space Cowboys,Space Cowboys clinteastwood clinteastwoodtommyleejonesdonaldsutherland action & adventure dramas sci-fi & fantasy hillpalsretiredengineeragreeshelpnasapreventmanearthrussiansatellitefallingmission  
Spanish Affair 2,Spanish Affair 2 emiliomartínezlázaro daniroviraclaralagokarraelejalde comedies international movies romantic movies basquecountryembarkscatalanspotlightkeepmanmarryingspanishprovincialismputmissiondaughter  
Sparkle,Sparkle samo'steen tonykingmaryaliceirenecara dramas music & musicals losingoneanotherthreesingingsistershitmusicalmelodramainspiredbigtimesupremesend1950sharlem  
Sparring,Sparring samueljouy mathieukassovitzoliviamerilahtisouleymanem'baye dramas international movies sports movies championsparringpartnermiddlemixedrecordbecomescareeragedboxervictorydreamingonelastchanceend  
Special 26,Special 26 neerajpandey akshaykumarmanojbajpayeeanupamkher dramas international movies thrillers conartistsposingraidbasedcrimedramaprominentjewelerganggovernmentofficialsexecutesformheistfact  
Special Correspondents,Special Correspondents rickygervais ericbanarickygervaisverafarmiga comedies passportscombatzoneruselosebickeringradioteaminventsphonyreportsbecomesincreasinglycomplicated  
Spectral,Spectral nicmathieu jamesbadgedaleemilymortimerbrucegreenwood action & adventure sci-fi & fantasy stoptorneuropeancityelitespecialopsunitwarotherworldlyforcewreakshavocengineerteams  
Speech & Debate,Speech & Debate danharris liamjamessarahsteeleaustinmckenzie comedies dramas independent movies olddebateclubthreecreativehighschoolmisfitsrevivefightbackfedadultsaroundhypocrisyway  
Spenser Confidential,Spenser Confidential peterberg markwahlbergwinstondukealanarkin action & adventure comedies sinisterconspiracytiedspensertwobostonpoliceofficersdeathsconcopaspiringfighterhawkteamsuncoverex  
SPF-18,SPF-18 alexisrael carsonmeyernoahcentineobiancasantos dramas romantic movies sports movies enigmaticstrugglingmusiciansurferboyfriendfeetarrivalgroundbeneathmalibushakesteenagegirl  
Spider-Man 3,Spider-Man 3 samraimi tobeymaguirekirstendunstjamesfranco action & adventure sci-fi & fantasy thirdinstallmentblockbusteradventureseriesvillainsmangoesnewcropseeminglyinvinciblespider  
Spider-Man: Into the Spider-Verse,"Spider-Man: Into the Spider-Verse peterramsey,rodneyrothman,bobpersichetti shameikmoorejakejohnsonhaileesteinfeld action & adventure comedies dimensioncounterpartsbittenalternatebrooklynteenmilesmoralesgetsslingingwebcrashcourseradioactivespider  "
Spirit Riding Free: Ride Along Adventure,"Spirit Riding Free: Ride Along Adventure bethsleven,allanjacobsen,kevinwotton amberfrankbaileygambertogliosydneypark children & family movies savemaricela’joinluckyinteractivemissionwildherdfriendsgreedyhorsethievestakenbelovedmarecaptive  "
Spitfire: The Plane that Saved the World,"Spitfire: The Plane that Saved the World davidfairhead,anthonypalmer charlesdance documentaries airbattlelegendaryfighteraircraftlastdominatedepicdocumentarysurvivingveteranstracebritainhistory  "
Spivak,"Spivak anthonyabrams,adamlarsonbroder michaelbacallmaggielawsoneldenhenson comedies independent movies meetsstuckstrugglingwriterwallyspivakstartswholenewwayengagedcoupleseeliferut–  "
Splatter,Splatter joedante coreyfeldmantonytoddtaraleigh horror movies washedrockerreturnsfivepeoplebetrayedlifecommittingsuicidetormentgrave  
Spookley and the Christmas Kittens,Spookley and the Christmas Kittens berniedenk vlastavranasonjaballcraigfrancis children & family movies felinesfindgreencatholidayhillfarmthreestraykittenswindspookleysquarepumpkinwayhomefriendshelp  
Spookley the Square Pumpkin,Spookley the Square Pumpkin berniedenk sonjaballcraigfrancisrickjones children & family movies stormterrorizessmartspumpkincastday–useshapemuststepsaveprovepatch  
Spotlight,Spotlight tommccarthy markruffalomichaelkeatonrachelmcadams dramas independent movies shockingchildmolestationcoverteamreportersbostongloberelentlesslyinvestigatecatholicchurcheditors  
Spring Breakers,Spring Breakers harmonykorine jamesfrancovanessahudgensselenagomez comedies cult movies dramas shadyhustler—lawfourcashdebaucherybeerannualritestrappedcollegewomenrunafouljoinfallbikinis  
Springsteen on Broadway,Springsteen on Broadway thomzimny brucespringsteen music & musicals bestbrucespringsteensharespersonalstorieslifeknownsongsmanshowacousticversionsintimateone  
Sprinter,Sprinter stormsaulter daleelliottkadeemwilsondennistitus dramas international movies sports movies motherknockamericajamaicanteenhopesfamilydysfunctionhomethreatenscourseusetrackplansreunite  
Spy Kids,Spy Kids robertrodriguez antoniobanderascarlaguginoalancumming children & family movies comedies sizedkidscarmenjunimustrescueagentparentstablesturnedsecretdiabolicalclutchesalexanderminionpint  
Spy Kids 2: The Island of Lost Dreams,Spy Kids 2: The Island of Lost Dreams robertrodriguez antoniobanderascarlaguginoalexapenavega children & family movies comedies junicortezteamspykidscarmengertigigglesgaryorderpintevilscientisttakesizesecretagentstwo  
Spy Kids 3: Game Over,Spy Kids 3: Game Over robertrodriguez darylsabarasylvesterstallonericardomontalban children & family movies comedies toymakerkidsbeatingsavegamevirtualrealitydesignednewnemesisjunicarmengetscaught  
Spy Kids: All the Time in the World,Spy Kids: All the Time in the World robertrodriguez jessicaalbajoelmchalerowanblanchard children & family movies comedies agentstepmotherhelptwinsiblingsrebeccaformerspykidscarmenretiredsecretworldjunireturncecilwilsonsave  
Spy Time,Spy Time javierruizcaldera imanolariasquimgutiérrezalexandrajiménez action & adventure comedies international movies targetingdangerousthugsecretagentfatherworkingstiffdiscoversgirlfrienddumpsbore  
Spyder,Spyder a.r.murugadoss maheshbaburakulpreetsinghs.j.surya action & adventure international movies thwartmusttracknextstepsphoneintelligencebureauofficer’tappingdayjobleadsmurdererserialkiller  
St. Agatha,St. Agatha darrenlynnbousman sabrinakerncarolynhennesycourtneyhalverson horror movies independent movies 1950sgeorgiaabusivehometakesrefugeterriblesecretyoungwomanfleesunwedpregnantmysteriousconvent  
Staged Killer,Staged Killer christopherray chrishellhartleyjasondolleydarrindewitthenson thrillers oldacquaintancedarkpastprofessionalpopularmorningtelevisionhostbumpsunravelpersonallivesbegin  
Standoff,Standoff adamalleca thomasjanelaurencefishburnejoannadouglas action & adventure gutswitnessingfendassassinmustusewitsslaughtersuicidalvetyounggirlholeskillerfarmhouse  
Star Wars: Episode VIII: The Last Jedi,Star Wars: Episode VIII: The Last Jedi rianjohnson markhamillcarriefisheradamdriver action & adventure children & family movies sci-fi & fantasy lukeskywalker–reyseeksresistancefleekylorenfirstorderwantsnothingforceremnants  
StarBeam: Halloween Hero,StarBeam: Halloween Hero jonizen nahannimitchelldeanpetriwterryklassen children & family movies booststarbeamdaystealingeverybodyhalloweentreatstricksgreedycaptainfishbeardsleevessave  
Stardust,Stardust matthewvaughn clairedanesmichellepfeifferrobertdeniro action & adventure international movies romantic movies trueloveforbiddenrealmtakenhumanformeyedtristanthornjourneysheartfallenstarwinwideretrieve  
Starred Up,Starred Up davidmackenzie jacko'connellbenmendelsohnrupertfriend dramas independent movies international movies violenttempergetsestrangedfatheradultprisonbritishjuvenileoffendertransferredencounters  
Stars in the Sky: A Hunting Story,Stars in the Sky: A Hunting Story stevenrinella stevenrinella documentaries grapplehunterswildcomplexitiescontradictionsgroupdocumentaryfollowscontroversiespursuinganimals  
Starsky & Hutch,Starsky & Hutch toddphillips benstillerowenwilsonvincevaughn action & adventure comedies solvehutchmustovercomenewundercovercoppartnersstarskyimportantcasedifferencesstreetinformanthuggybearhelp  
Starting Over Again,Starting Over Again oliviam.lamasan piolopascualtonigonzagaizacalzado dramas international movies romantic movies bumphistoryprofessorfallpursueyearslaterlovedreamsplitsecondchancearchitecturestudent  
Steal a Pencil for Me,Steal a Pencil for Me michèleohayon jackpolakinasoep documentaries movingdocumentarychroniclesunshakeableromanceimprisonedlovecouplefellnaziconcentrationcampmet  
Stealing History,"Stealing History olaflyum,davidhebditch nicolashope documentaries international movies dealersafghanistanwarsmugglerscollectorsscholarspromoteplunderancientartifactstorniraqpakistanjournalistsexpose  "
Steam Team to the Rescue,Steam Team to the Rescue joeyso josephmaykeithwickhamyvonnegrundy children & family movies steamtrainsspringaccidentsseriesthomasdeliveriesdieselenginesrunactionportertrackthrow  
Steel Rain,Steel Rain yangwoo-seok woo-sungjungdo-wonkwakkap-sookim action & adventure dramas international movies countryalivekoreanwarnorthagentescapessouthkeepamidattemptcoupinjuredleaderprevent  
Step Brothers,Step Brothers adammckay willferrelljohnc.reillymarysteenburgen comedies stopbrennangrownmenmommarriesdalemighteruptingdadchildishsiblingrivalry  
Step Outside,Step Outside waelihsan kareemmahmoudabdelazizkhaledelsawyahmedfathy comedies international movies booklifecharactersmaterializeluckmanreadstake  
Step Sisters,Step Sisters charlesstoneiii megalynechikunwokeedensherlyndonsmith comedies rhythmicallychallengedsisterhoodwinblacksororityleaderagreesstepdancechampionshipharvardlawdreamshelpline  
Stephanie,Stephanie akivagoldsman shreecooksfrankgrilloannatorv horror movies unseenforcestalkssuburbanhousemenacingyounggirllivinghappyfamilyreminderssurrounded  
Stereo,Stereo maximilianerlenwein jürgenvogelmoritzbleibtreupetraschmidt-schaller international movies thrillers shakenmysteriouspeacefulruralfamilylifeevenexistfriendarrivalmayerikknowsinisterfiguresclaim  
Steve Jobs,Steve Jobs dannyboyle michaelfassbenderkatewinsletsethrogen dramas humanfoibleskeyingthreecrucialpointsmadebiopicshowsvisionaryfearlessnessmancareermac  
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life marcusraboy stevemartinmartinshort stand-up comedy catchytuneshilariousstoriescomedymartinshortsharecountlessquipslongtimepalsshowbiziconsstevelives  
Sthaniya Sambaad,"Sthaniya Sambaad arjungourisaria,moinakbiswas sumanmukhopadhyay dramas international movies youngbengalipoetpostwomanchannelsearchcitypartitionkolkatasorrowslovesurbancolonywanders  "
Still,"Still chatchaikatenut,manussavorasingha,tanwarinsukkhapisit,pojarnon maicharoenpuraakaraamarttayakulsupaksonchaimongkol horror movies international movies watertanknightclubfireprisondeathcomprisefourhorrortalestakenthailandbodynewspaperheadlineshauntedhotel  "
Stink!,Stink! jonj.whelan jeffreyhollender documentaries sourceuncoverspotentiallytoxicsecretschild’chemicalindustrysearchstrangeodornotingpajamassingledad  
Stonehearst Asylum,Stonehearst Asylum bradanderson katebeckinsalejimsturgessdavidthewlis horror movies thrillers methodsfemalepatientyoungdoctorarrivesapprenticeshipmentorbecomessuspicious1899fallingasylum  
Story of an Egg,Story of an Egg rajb.shetty rajb.shettyushabhandaryshailashree comedies international movies romantic movies facefindmateoneyearbridedespiteseriousobstaclesprofessorsetsastrologergivesaloneforever  
Straight Up,Straight Up jamessweeney jamessweeneykatiefindlayrandallpark comedies independent movies lgbtq movies womanromanticrelationshipleavingsexphysicalintimacyocdquestionsgaybrainiacidentityenters  
